# N=10 REP=500 dy=0.001
# GRG
# esConnex p
0.38125 0.296
0.382031 0.292
0.382812 0.304
0.383594 0.32
0.384375 0.32
0.385156 0.308
0.385938 0.328
0.386719 0.342
0.3875 0.332
0.388281 0.316
0.389062 0.322
0.389844 0.332
0.390625 0.356
0.391406 0.346
0.392188 0.332
0.392969 0.35
0.39375 0.344
0.394531 0.358
0.395313 0.394
0.396094 0.352
0.396875 0.398
0.397656 0.398
0.398438 0.408
0.399219 0.414
0.4 0.434
0.400781 0.392
0.401563 0.398
0.402344 0.408
0.403125 0.418
0.403906 0.404
0.404687 0.456
0.405469 0.386
0.40625 0.42
0.407031 0.442
0.407813 0.398
0.408594 0.426
0.409375 0.4
0.410156 0.458
0.410938 0.462
0.411719 0.46
0.4125 0.414
0.413281 0.448
0.414062 0.456
0.414844 0.446
0.415625 0.464
0.416406 0.502
0.417188 0.466
0.417969 0.422
0.41875 0.498
0.419531 0.498
0.420313 0.49
0.421094 0.532
0.421875 0.51
0.422656 0.538
0.423438 0.512
0.424219 0.504
0.425 0.522
0.425781 0.522
0.426563 0.49
0.427344 0.564
0.428125 0.516
0.428906 0.5
0.429688 0.572
0.430469 0.53
0.43125 0.496
0.432031 0.55
0.432813 0.586
0.433594 0.54
0.434375 0.568
0.435156 0.598
0.435937 0.552
0.436719 0.562
0.4375 0.578
0.438281 0.588
0.439063 0.57
0.439844 0.606
0.440625 0.592
0.441406 0.592
0.442187 0.614
0.442969 0.586
0.44375 0.564
0.444531 0.594
0.445312 0.614
0.446875 0.614
0.447656 0.612
0.448438 0.638
0.449219 0.614
0.45 0.632
0.450781 0.626
0.451562 0.668
0.452344 0.61
0.453125 0.64
0.453906 0.622
0.454688 0.646
0.455469 0.616
0.45625 0.694
0.457031 0.662
0.457813 0.708
0.458594 0.66
0.459375 0.686
0.460156 0.69
0.460938 0.664
0.461719 0.678
0.4625 0.66
0.463281 0.724
0.464063 0.69
0.464844 0.7
0.465625 0.698
0.466406 0.7
0.467187 0.71
0.467969 0.654
0.46875 0.69
0.469531 0.72
0.470313 0.724
0.471094 0.706
0.471875 0.768
0.472656 0.73
0.473437 0.716
0.474219 0.712
0.475 0.722
0.475781 0.71
0.476562 0.744
0.477344 0.728
0.478125 0.712
0.478906 0.756
0.479687 0.756
0.480469 0.74
0.48125 0.76
0.482031 0.762
0.482812 0.736
0.483594 0.762
0.484375 0.778
0.485156 0.766
0.485938 0.768
0.4875 0.768
0.488281 0.782
0.489062 0.766
0.489844 0.752
0.490625 0.784
0.491406 0.772
0.492188 0.804
0.492969 0.78
0.49375 0.786
0.494531 0.814
0.495313 0.824
0.496094 0.814
0.496875 0.82
0.497656 0.808
0.498437 0.81
0.499219 0.816
0.5 0.748
0.500781 0.808
0.501563 0.834
0.502344 0.792
0.503125 0.826
0.503906 0.806
0.504687 0.804
0.505469 0.798
0.50625 0.828
0.507031 0.78
0.507812 0.826
0.508594 0.804
0.509375 0.814
0.510156 0.824
0.510937 0.82
0.511719 0.786
0.5125 0.852
0.513281 0.814
0.514062 0.85
0.514844 0.812
0.515625 0.862
0.516406 0.842
0.517188 0.868
0.517969 0.862
0.51875 0.826
0.521875 0.826
0.522656 0.858
0.523438 0.886
0.524219 0.88
0.525 0.866
0.525781 0.878
0.526563 0.88
0.527344 0.886
0.528125 0.848
0.528906 0.866
0.529687 0.876
0.530469 0.886
0.53125 0.85
0.532031 0.892
0.532813 0.892
0.533594 0.882
0.534375 0.86
0.535156 0.876
0.535938 0.898
0.5375 0.898
0.54375 0.898
0.544531 0.886
0.545313 0.888
0.546094 0.904
0.546875 0.916
0.547656 0.884
0.548438 0.918
0.549219 0.922
0.55 0.91
0.550781 0.934
0.551563 0.89
0.552344 0.896
0.553125 0.904
0.553906 0.914
0.554688 0.914
0.555469 0.932
0.55625 0.938
0.557031 0.944
0.557813 0.89
0.558594 0.906
0.559375 0.894
0.560156 0.926
0.560937 0.926
0.561719 0.926
0.5625 0.916
0.563281 0.906
0.564063 0.936
0.564844 0.928
0.565625 0.908
0.566406 0.916
0.567187 0.938
0.567969 0.924
0.56875 0.922
0.569531 0.946
0.570312 0.92
0.571094 0.934
0.571875 0.95
0.575 0.95
0.575781 0.938
0.576562 0.946
0.578125 0.946
0.579687 0.946
0.580469 0.962
0.58125 0.964
0.582031 0.952
0.582812 0.942
0.583594 0.95
0.584375 0.962
0.5875 0.962
0.588281 0.968
0.589062 0.956
0.589844 0.968
0.590625 0.95
0.591406 0.956
0.592187 0.958
0.592969 0.932
0.59375 0.934
0.594531 0.964
0.595313 0.948
0.596094 0.968
0.596875 0.956
0.597656 0.958
0.598437 0.966
0.599219 0.95
0.6 0.984
0.600781 0.966
0.601562 0.962
0.602344 0.962
0.603125 0.976
0.604687 0.976
0.605469 0.96
0.60625 0.952
0.607031 0.97
0.607812 0.968
0.609375 0.968
0.610156 0.966
0.610938 0.978
0.611719 0.978
0.6125 0.976
0.613281 0.976
0.614063 0.968
0.614844 0.962
0.615625 0.962
0.616406 0.972
0.617188 0.978
0.617969 0.98
0.61875 0.974
0.619531 0.978
0.620313 0.982
0.621094 0.964
0.621875 0.968
0.622656 0.974
0.623437 0.978
0.624219 0.976
0.625 0.972
0.625781 0.98
0.626563 0.996
0.627344 0.984
0.628125 0.986
0.629687 0.986
0.630469 0.988
0.63125 0.968
0.632031 0.976
0.632812 0.99
0.633594 0.98
0.634375 0.974
0.635156 0.986
0.635937 0.98
0.636719 0.978
0.6375 0.99
0.638281 0.986
0.639062 0.978
0.639844 0.984
0.640625 0.986
0.642187 0.986
0.642969 0.978
0.64375 0.984
0.644531 0.98
0.645312 0.99
0.646094 0.98
0.646875 0.978
0.647656 0.978
0.648437 0.99
0.649219 0.984
0.65 0.988
0.653125 0.988
0.653906 0.984
0.654687 0.99
0.655469 0.986
0.65625 0.982
0.657031 0.988
0.657812 0.988
0.658594 0.992
0.659375 0.99
0.6625 0.99
0.66875 0.99
0.669531 0.998
0.670312 0.992
0.671094 0.994
0.671875 0.994
0.673437 0.994
0.674219 0.99
0.675 0.998
0.675781 0.99
0.676562 0.988
0.677344 0.99
0.678125 0.99
0.678906 0.984
0.679687 0.996
0.680469 0.994
0.68125 0.992
0.682031 0.994
0.682812 0.994
0.683594 0.994
0.684375 0.996
0.685937 0.996
0.686719 0.994
0.6875 0.986
0.688281 0.996
0.689063 0.994
0.689844 0.994
0.690625 1
0.691406 0.99
0.692187 0.994
0.692969 1
0.69375 0.996
0.694531 0.998
0.695312 0.994
0.696094 0.998
0.696875 0.998
0.697656 0.996
0.698437 0.996
0.699219 0.996
0.7 0.992
0.700781 1
0.701562 0.996
0.702344 0.994
0.703125 0.998
0.703906 0.992
0.704687 0.992
0.705469 0.998
0.70625 0.996
0.707031 0.998
0.707812 1
0.708594 1
0.709375 0.992
0.710156 0.994
0.710937 0.994
0.711719 0.99
0.7125 0.998
0.725 0.998
0.7375 0.998
0.74375 0.998
0.744531 1
0.745313 1
0.746875 1
0.75 1
0.8 1
0.9 1
1 1
